domain,2025-05-31,2025-06-16,2025-06-17,2025-06-18,2025-06-19,2025-06-20,2025-06-21,2025-06-22,2025-06-23,2025-06-24,2025-06-25,2025-06-26,2025-06-27,2025-06-28,2025-06-29,2025-06-30,2025-07-01,2025-07-02,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09,2025-07-10,2025-07-11,2025-07-12,2025-07-13,2026-01-03,2026-01-04,2026-01-07,2026-01-08,2026-01-09,2026-01-10,2026-01-11,2026-01-12,2026-01-13,2026-01-14,2026-01-15,2026-01-16,2026-01-17,2026-01-18,2026-01-19,2026-01-20,2026-01-21,2026-01-22,2026-01-23,2026-01-24,2026-01-25,2026-01-26,2026-01-27,2026-01-28,2026-01-29,2026-01-30,2026-01-31,2026-02-01
longdom.org,50864,49036,48958,48968,49032,49034,49067,49146,49340,49388,49381,49356,49169,49269,49459,49608,49838,49998,50123,50008,50008,49892,49904,49904,49893,49529,49518,49540,49497,49780,49638,49318,49318,49302,49303,49276,49222,49251,49314,49324,49333,49412,49547,49713,49747,49693,49556,49391,49258,49166,49193,49123,48992,48868,48629,48477,48356
rxinform.org,50865,49281,49359,49437,49231,49048,49065,49016,49032,49081,49037,48950,48612,48405,48312,48202,48239,48199,47843,47585,47585,47203,47231,47231,47436,47250,47240,47310,47463,54160,54045,53954,53954,53729,53644,53620,53625,53757,50811,47850,45420,43270,41360,39670,38375,37039,35713,34571,33419,32524,31407,30447,29608,28815,28100,27390,26809
ludashisafe.com,50866,50586,50671,50705,50752,50762,50766,50778,50883,50802,50806,50873,50962,50813,50774,50712,50661,50695,50693,50552,50552,50284,50218,50218,50273,50076,50246,50481,50652,80544,84043,101186,101186,103286,105560,107947,110507,113431,116558,116989,117353,117543,117736,118080,116813,116289,116498,116734,116308,116218,116220,116328,116412,116678,116862,117077,117968
x-tg.tube,50867,48877,48986,49044,49079,49064,49064,49091,49159,49492,49741,50060,50393,50536,50820,51175,51460,51830,52130,52345,52345,52704,53004,53004,53753,53896,54434,55058,55446,20385,20349,20025,20025,19964,19899,19840,19789,19726,19791,19799,19832,19787,19722,19674,19626,19579,19533,19478,19444,19432,19442,19451,19466,19400,19394,19335,19322
day.az,50868,50584,50704,50674,50696,50659,50667,50673,50770,50706,50698,50679,50657,50480,50466,50424,50411,50419,50392,50247,50247,50068,50008,50008,50019,49747,49898,50037,50170,54072,53608,52381,52381,52138,51920,51667,51407,51179,51000,50846,50641,50440,50351,50160,50070,49803,49571,49453,49398,49412,49580,49586,49611,49597,49623,49482,49456
dxbx.ru,50869,49538,49621,49581,50095,50011,50069,49843,49570,49613,49858,49834,49699,49735,49560,49336,49265,49322,49210,49352,49352,48675,48437,48437,48415,49375,49410,49137,50012,29109,29064,28886,28886,28816,28770,28753,28729,28703,28719,28794,28813,28810,28794,28656,28623,28617,28574,28604,28556,28609,28606,28601,28642,28671,28686,28732,28842
groupsite.ir,50870,48531,48909,49847,50105,50621,51188,51690,52641,53860,54035,54334,54179,54180,54529,54421,54683,54834,55378,56188,56188,57194,56873,56873,54372,55696,55436,54906,53248,67845,65116,58279,58279,56654,55817,54303,55113,55208,55288,54453,54773,55434,56101,55994,56128,55478,54292,53247,52468,51927,52607,53017,52779,53610,54172,55036,56514
freevpnplanet.com,50871,52180,52300,52290,52141,52318,52394,52187,52173,52218,52240,52266,52142,52073,51991,51875,51794,51795,51856,52023,52023,51838,51728,51728,51187,51521,51549,51323,51141,46772,46593,45935,45935,45822,45683,45567,45441,45303,45254,45187,45141,45014,44919,44907,44806,44808,44899,44850,44741,44656,44633,44699,44820,44704,44720,44703,44707
lessonly.com,50872,62685,63134,63528,63036,62742,62937,63403,63791,64219,64490,63873,63421,63142,63364,63530,63991,64116,63488,63144,63144,64045,64475,64475,65367,65329,64670,64600,64788,115885,116963,117916,117916,117273,117117,116905,116829,117527,117738,117062,117065,117017,117266,117843,117093,116771,116150,115761,115032,114186,113460,113394,113913,112773,111786,110891,109893
yourlust.com,50873,54552,54546,54592,54593,54605,54603,54662,54552,54459,54409,54418,54415,54408,54233,54261,53845,53460,53114,52666,52666,51600,51243,51243,51264,51161,51315,51491,51624,55052,54868,54792,54792,54858,54902,54928,54957,55014,55118,55243,55390,55566,55809,55841,55970,55989,55995,56042,56124,56222,56227,56214,56219,56238,56270,56249,56103
kryptonite.ru,50874,55041,54339,54264,54919,54027,54214,54317,54155,53503,53098,53068,52973,53217,52982,52787,53197,52907,52950,52269,52269,51567,52461,52461,53417,54705,54455,54558,54494,32157,33341,39513,39513,41630,44030,46734,50281,54335,58792,64851,74311,84891,85096,84931,85521,84851,84831,84985,84937,84941,85038,86630,86248,85252,85460,85583,84904
hentainexus.com,50875,50378,50475,50458,50465,50493,50501,50513,50610,50571,50557,50541,50544,50369,50326,50264,50196,50169,50096,49921,49921,49623,49552,49552,49551,49308,49400,49534,49657,48682,48611,48547,48547,48612,48624,48698,48751,48780,48883,49021,49124,49211,49362,49483,49604,49690,49714,49801,49868,49920,50114,50134,50139,50160,50236,50098,50164
n8s.jp,50876,42330,42409,42361,42384,42504,42546,42567,42597,43151,43759,44203,44726,45272,45785,46356,47056,47727,48149,48687,48687,49967,50664,50664,52584,53598,54519,55551,56614,77455,77514,77556,77556,77529,77524,77453,77485,77749,78040,78107,78117,78137,78103,78143,78434,78446,78264,78203,78226,78208,78202,78360,78289,78128,77961,77767,77615
odesli.co,50877,49386,48859,48658,48376,49191,48988,49079,49266,49002,50497,50450,50357,50181,50222,50073,50104,49820,49772,48715,48715,48915,48638,48638,48753,48978,49479,49857,49909,39042,38992,38815,38815,38981,38944,38856,38838,38847,38890,38996,38893,38823,38804,38869,38919,38942,39026,39203,39309,39504,39394,39342,39395,39482,39643,38260,37146
best-quiz.com,50878,49505,49362,49341,49413,49483,49601,49603,49641,49672,49596,49720,49734,49627,49642,49677,49554,49402,49266,49312,49312,48969,48885,48885,48914,49774,49844,50012,50069,48377,48292,47695,47695,47678,47608,47575,47570,47552,47733,48103,48357,48540,48734,48911,49050,49178,49332,49425,49565,49674,49803,49668,49688,49714,49823,49672,49591
educamos.com,50879,51040,51222,51231,51570,51883,52305,52822,53277,53707,54093,54048,54140,54177,54040,54111,54139,54190,54231,54267,54267,53999,54004,54004,54207,53949,54064,54352,54491,58846,59046,59747,59747,59878,60049,60253,60506,60807,61022,61240,61515,61906,62109,62280,62301,62172,62034,62021,61943,61828,61794,61692,61493,61057,60602,60217,59850
exchangle.com,50880,49086,49132,49141,49069,48970,48926,48861,48864,48823,48701,48588,48302,48150,47991,47878,47755,47541,47314,47131,47131,46708,46569,46569,46427,46029,45986,46004,46061,38571,38529,38384,38384,38369,38403,38425,38408,38374,38399,38445,38471,38493,38513,38542,38658,38752,38815,38846,38935,39027,39107,38925,38911,38919,39056,38905,38786
analyze.ly,50881,42999,42405,41779,41214,40760,40314,39857,39448,39608,39544,39408,39493,39421,39225,39099,39234,39094,39045,38858,38858,39022,39072,39072,39357,40108,40638,41483,42382,53077,52982,52466,52466,52453,52522,52516,52591,52864,53106,53320,53518,53688,53988,54049,53964,53843,53607,53366,53050,52916,52754,52653,52566,52389,52399,52173,52136
aspetjournals.org,50882,48899,49189,49257,49178,49100,49058,49093,49327,49636,49728,49766,49655,49644,49741,49886,50078,50196,50240,50193,50193,50424,50556,50556,50567,50063,50080,50263,50333,47601,47434,46794,46794,46653,46555,46497,46495,46539,46519,46413,46372,46388,46406,46524,46886,47402,47705,47990,48270,48518,48978,49490,49823,49986,50221,50308,50488
petalmail.com,50883,50567,50910,50735,50855,50840,50762,50693,50759,50459,50485,50599,50687,50544,50564,50506,50374,50438,50715,50318,50318,49909,49720,49720,49906,50781,50828,50967,51121,60314,60106,60058,60058,60147,60166,60203,60253,60331,60556,60969,61357,61688,61811,61902,61980,62096,62310,62690,62884,63082,63271,63489,63606,63743,63914,64032,64247
life3dblog.com,50884,49512,49647,49755,49928,50097,50351,50631,50992,51216,51472,51768,52059,52160,52299,52488,52693,52844,53144,53318,53318,53404,53548,53548,53614,53177,53128,53132,53051,38277,38229,38437,38437,38486,38584,38643,38669,38658,38777,38886,38911,39024,39131,39310,39444,39478,39558,39637,39771,40025,40106,39991,40032,40169,40308,40344,40260
wizardofodds.com,50885,52247,52220,52188,52165,52163,52165,52153,52166,52026,51930,51793,51754,51522,51470,51334,51340,51315,51446,51402,51402,51311,51360,51360,51591,51392,51517,51760,51942,47797,47752,47628,47628,47679,47728,47775,47869,47942,48087,48247,48317,48460,48634,48835,48856,48853,48745,48636,48569,48482,48472,48614,48643,48696,48640,48672,48720
stgeorge.com.au,50886,46031,46011,45978,45964,45914,45621,44781,43906,43751,44055,43884,43679,42377,42105,40704,40389,40388,40336,39308,39308,39420,39377,39377,38921,40633,40370,40147,40197,26713,26225,26989,26989,27149,27375,27401,27688,28018,28561,28565,28518,28462,30567,30486,30452,30262,30313,30266,30099,30092,29908,29892,29863,34711,34686,34792,45974
edrone.me,50887,50727,50830,50803,50808,50810,50790,50820,50970,50954,50932,50930,50919,50737,50703,50659,50574,50489,50414,50230,50230,49904,49825,49825,49702,49427,49519,49692,49830,49229,49216,49184,49184,49229,49270,49302,49344,49406,49487,49589,49668,49751,49928,50023,50197,50182,50181,50192,50229,50288,50412,50409,50414,50396,50417,50238,50247
merckvetmanual.com,50888,50768,51002,51036,51086,51110,51168,51233,51298,51333,51356,51423,51493,51407,51445,51492,51553,51634,51659,51501,51501,51318,51462,51462,51912,51727,51866,52099,52261,51261,51035,50469,50469,50370,50242,50157,50079,50034,50019,49963,49952,49949,50025,50063,50165,50092,50081,50096,50133,50209,50365,50364,50383,50352,50372,50217,50222
metalloinvest.com,50889,51261,51603,51770,51240,51011,50726,50009,49963,50354,50680,49808,48967,48918,48684,48954,49567,49492,48947,48388,48388,48668,48945,48945,49066,49792,48990,48995,49589,56936,57533,58826,58826,59612,60434,61167,61928,62721,62389,61178,60815,61105,61137,61717,62443,62015,61524,61734,61811,61615,62053,62774,62236,61514,61595,61710,60895
uncoma.edu.ar,50890,49799,49999,50093,50215,50338,50454,50611,50769,50717,50709,50814,50844,50660,50573,50459,50414,50452,50539,50352,50352,50232,50114,50114,50128,50039,50152,50394,50609,101326,101653,102208,102208,101864,101690,101532,101309,101176,101806,100473,100269,100349,100633,100976,101616,102184,102939,103652,104571,105505,106150,106636,107443,108337,109166,110332,111678
carrefour.com.ar,50891,50581,50698,50654,50668,50644,50649,50620,50684,50630,50576,50583,50587,50416,50377,50306,50273,50285,50220,50004,50004,49654,49578,49578,49587,49200,49346,49505,49600,60712,60654,58903,58903,58411,57963,57547,57050,56638,52809,49552,46619,44146,41924,40006,38414,36873,35473,34266,33023,31990,30794,29839,28948,28193,27376,26705,26034
iridium.com,50892,65257,65330,65309,65247,65435,65416,65448,65561,65688,65744,65903,65987,66025,66112,66213,66078,66174,66157,66107,66107,66459,66354,66354,66604,66578,66537,66590,66584,65000,64769,63732,63732,63556,63470,63333,63084,63039,63151,63183,63195,63401,63414,63385,63393,63462,63540,63718,63732,63808,63836,63890,63937,63957,63975,63984,64074
musvc2.net,50893,50626,50888,51018,50924,50834,50877,50949,51164,51295,51402,51346,51304,51154,51176,51246,51344,51408,51313,50971,50971,50732,50736,50736,51012,50800,50825,51035,51221,63917,64750,66736,66736,66447,66301,66322,66446,66533,66519,66340,66281,66458,66541,66759,67043,67113,66994,67106,67378,67509,67434,67370,67289,67033,66838,66660,66565
snk-corp.co.jp,50894,49876,50107,50109,49791,49408,49100,48801,48630,48530,48416,48819,49236,49608,49942,50166,50449,50385,49968,49484,49484,48690,48388,48388,49456,49396,50429,51648,52913,52498,51360,47556,47556,47472,47502,47460,47253,47199,47606,48081,48641,49353,50131,50885,51699,52305,53115,53880,54714,55695,56527,57166,57986,58728,59552,60466,61361
a-volute.com,50895,66293,66242,66310,66445,66640,66631,66638,66627,66517,66524,66657,66834,66851,66837,66762,66437,66375,64881,63485,63485,60726,59181,59181,56847,55470,54645,53855,53072,95697,96057,99786,99786,99957,100078,100302,100454,100564,98972,98528,98417,98048,97899,97729,97549,97440,97524,97515,97474,97479,97557,97438,97469,97589,97644,97657,97683
playflux.co,50896,51147,50983,50919,51088,51534,51427,51328,51350,51020,50461,50069,49357,48473,47401,46316,44409,42621,42070,40422,40422,37910,36763,36763,34787,34379,33542,32801,32242,27625,27745,27771,27771,27808,27780,27755,27722,27676,27675,27761,27796,27771,27582,27482,27280,27186,27131,27170,27201,27186,27155,27064,27035,26982,26952,26939,26893
reservio.com,50897,54565,54558,54569,54904,55256,55647,56099,56436,56865,57199,57073,57082,57062,56929,56876,56831,56819,56833,56859,56859,56574,56521,56521,55817,55097,54880,54832,54543,52264,52049,51800,51800,51816,51804,51781,51738,51744,51741,51754,51769,51745,51840,51924,51974,51868,51848,51847,51856,51874,51872,51763,51679,51543,51305,50304,49267
spacelift.io,50898,55576,55840,55620,54549,54563,55664,56488,56135,53293,53239,53047,56407,56179,55826,55443,55047,54556,54497,53483,53483,53448,53175,53175,53365,53393,52693,52920,53147,70138,70584,73317,73317,73686,73647,74237,74559,74221,73590,73043,72540,71471,71038,69890,69681,69396,68987,68643,68257,68057,67668,67509,67269,66416,65926,65339,59878
zenithspace.net,50899,50828,50894,50926,50842,50763,50707,50657,50649,50559,50425,50309,50223,49939,49851,49766,49643,49543,49299,49034,49034,48536,48320,48320,48203,48095,48071,47968,47995,49090,49012,48857,48857,48863,48862,48879,48887,48876,48925,49025,49072,49135,49248,49335,49426,49462,49465,49503,49564,49659,49859,49892,49971,49993,50045,49922,49979
tadalafiapps.com,50900,52611,52716,52779,52817,52911,53043,53245,53420,53544,53648,53771,53870,54021,53970,54134,54249,54394,54619,54814,54814,54867,55023,55023,55554,55426,55837,56362,56641,80784,80841,81404,81404,81517,81640,81853,82041,82329,82573,82644,82799,82854,82955,82969,83031,83196,83257,83279,83402,83405,83387,83332,83313,83350,83383,83497,83589
costacrociere.it,50901,50729,50911,50942,51052,51111,51145,51203,51349,51345,51357,51446,51548,51453,51502,51530,51638,51699,51781,51694,51694,51476,51470,51470,51524,51204,51370,51572,51742,43629,43531,43710,43710,44875,45103,45090,44182,43935,44343,45237,45599,45947,46437,46326,46563,46543,46613,46516,46469,46363,46308,46406,46609,46868,46671,46643,46633
efax.com,50902,54652,54860,54888,54677,54502,54622,54780,54853,54923,55006,54776,54609,54552,54368,54409,54591,54615,54456,54343,54343,54228,54388,54388,54563,54250,54384,54672,54675,62531,62602,62230,62230,62290,62477,62679,62926,63129,63262,62991,62967,63092,63090,63171,63335,63441,63246,63222,63299,63273,63158,63180,63144,62583,62224,61981,61644
rsm.cloud,50903,51150,50889,50274,50230,49904,49799,49558,49324,48928,48797,48852,48512,48237,48065,47754,47509,47397,47318,47378,47378,47778,47292,47292,46609,46963,46279,46129,46185,53560,53344,53226,53226,53089,52688,52585,52475,52374,52482,52588,52618,52481,52471,52387,52184,52048,52034,51886,51755,51617,51712,51616,51668,51896,51864,51753,51758
discountasp.net,50904,50789,51243,51176,51308,51643,51714,51959,52177,52175,52487,52999,53139,52972,52705,52656,52468,52763,52722,52830,52830,52777,52763,52763,52597,53193,53130,53152,52960,42828,42590,41421,41421,41093,40612,40164,39799,39457,39216,38918,38810,38745,38619,38540,38644,38783,38988,38989,39004,39054,39215,39018,39102,39303,39597,39757,39877
awsdns-cn-06.net,50905,47328,46989,47043,47398,47866,47877,47783,47671,47250,47071,47113,45898,45830,45797,45609,45126,44544,43927,44801,44801,44117,43923,43923,43935,45251,45391,45537,45708,34374,34221,33674,33674,33417,33130,33046,32994,32997,33104,33316,33306,33333,33340,33357,33324,33446,33496,33658,33685,33934,34069,34261,34451,34663,34758,34778,35028
healthifyme.com,50906,51832,51973,51984,51936,51987,52072,52162,52231,52198,52170,52191,52223,52050,51875,51781,51728,51695,51644,51450,51450,51167,51126,51126,51046,50875,50910,51079,51119,82774,83005,82542,82542,82055,81025,80308,79470,77729,76060,74671,73370,72474,71638,70815,70052,69338,68749,68164,67551,66971,66430,66445,66436,66467,66460,66490,66574
wibw.com,50907,51621,51778,51837,51840,52000,52121,52186,52294,52273,52286,52294,52330,52198,52083,52084,52058,52098,52017,51905,51905,51634,51610,51610,51873,51665,51840,52072,52233,59427,58823,56543,56543,56487,56485,56508,56485,56423,56735,57109,57691,58316,59065,59602,60024,60461,60804,61262,61710,61989,62244,62530,62824,63161,63552,63858,64231
ntdtv.com,50908,52179,52225,52258,51897,51630,51308,51019,50798,50453,50122,50123,50106,49935,49882,49855,49826,49744,49609,49436,49436,49194,49113,49113,49067,48746,48798,48936,49056,72865,72621,70125,70125,68899,67673,66645,65391,64225,63289,62888,62526,62496,62244,61930,61815,61767,61755,61827,61891,61863,61821,61723,61589,61538,61488,61465,61425
pluxee.app,50909,50485,50626,50619,50598,50576,50586,50614,50691,50666,50580,50456,50366,49913,49527,49378,49377,49329,49134,48953,48953,48575,48305,48305,43101,40845,39163,37716,36430,16317,16748,19202,19202,19191,19187,19201,19198,19212,19319,19368,19448,19516,19508,19513,19523,19517,19515,19513,19508,19532,19570,19651,19682,19616,19596,19549,19532
tkvids.com,50910,52558,52441,52080,51993,52111,51947,52088,52290,52320,52117,52170,52282,52200,52062,51872,51660,51492,51425,50982,50982,51015,50732,50732,48873,48850,48142,47454,46808,71172,70810,69934,69934,70345,69665,68898,68484,67690,67337,67342,67364,67511,67455,67402,67213,66663,66966,67563,67883,67809,67790,67765,67594,67804,67906,67489,67081
webhostingireland.ie,50911,49700,49441,49693,49216,48989,49050,49274,49495,49475,49258,49231,48798,49610,48733,47918,47270,46994,46660,46614,46614,46383,46039,46039,45840,46887,46911,46764,46444,35012,34866,34439,34439,34276,34186,34142,34132,34125,34077,34028,34086,34190,34401,34506,34561,34786,34937,34908,34907,34675,34747,34838,34927,34918,34823,34804,35006
flairadscpc.com,50912,52744,51395,49940,48500,47113,45770,44633,43494,43333,43116,42966,42899,42795,42725,42608,41482,40547,39629,38724,38724,37206,36465,36465,36361,36112,36068,36067,36086,42539,41644,38189,38189,37573,36873,36244,35601,35586,35647,35688,35703,35756,35802,35857,35911,35988,35989,35984,36023,35942,35967,36040,36099,36654,37187,37895,38540
diwodiwo.xyz,50913,50525,50549,50550,50661,50680,50596,50523,50527,50388,50395,50543,50566,50412,50410,50334,50263,50213,50253,50243,50243,50028,49979,49979,50042,49970,50165,50401,50600,52969,52803,52859,52859,52912,52997,53070,53122,53138,53273,53531,53671,53808,54067,54190,54191,54241,54353,54407,54491,54676,54769,54788,54863,54933,54980,54977,54878
